,type,review,label,file
299,test,"Although there is very little plot and whatever exists is just all improvisational, still it was a good start from a new director with no previous financial back up and also a smart move from Andy Warhol to make his cimematic productions more marketable and viewer-friendly. In any case this story of a street hustler relies too much on showing Joe buck naked (almost all the time!). And the creative use of a flashy editing really wears off after the hundredth time and the cutting off the dialog thing gets really annoying half-way. This would have been a much more entertaining or even dramatic if they made a documentary of the daily of an actual male prostitute or hustler, instead of letting the actors make up some nonesensical plot and dialog of their own.",neg,1026_2.txt
300,test,"Despite the all-star cast, this attempt at epic fails. It comes across as a set of flat cartoon stereotypes strung together by an all too, too clever social commentary. <br /><br />It's as if with every bit of dialogue and introduction to a new character the writer peeks out and says ""Isn't that clever? Am I not smart? Isn't that biting social commentary?"" And,sadly, the answer is always ""Ummmm...no."" Wearying self-absorbing stuff that is more like soap opera (in the worst sense of the term) than a movie...and an obvious attempt at television immortality. Thankfully, it died young. Empire Falls falls flat.",neg,10270_1.txt
301,test,"Wow. What can I say? I was born in 1960. I love bad TV movies. Love them. I get involved. The works. I want to get involved. I'm spending time watching the thing. I watched the emmys last night on TV. How in the infinite world was the Empire Falls (excellent name)TV movie up for any awards? It truly had wonderful talent. Of course. And they tried admirably. But how can ANYONE pretend that was an OK (tv for goodness sakes) screenplay? OK direction? You know, I wish everyone the best. Really. But I thought it was totally mind-bending that Hollywood was placing this very very bad film up for so many honors. Awards? For me it was sort of a wake-up call that Hollywood is such a small insular community. Being cynical is not really my thing. But wow. --xptyngi",neg,10271_1.txt
302,test,"Put simply, this mini-series was terrible. Let me count the ways. 1. Absurd plotting. 2. Over-acting. 3. Scattershot approach to characters. 4. Annoying narration. 5. Inability to create viewer interest.<br /><br />This film can't even pass the ""Soap Opera for Dummies"" test. I'm sorry I have not read this award-winning novel, so I am judging it only as a film, but it really stinks. Imagine going to a party where they show you dozens of appetizers. You look at the wide variety and want to taste them, but suddenly they are withdrawn, and you wonder where they went. That's like this film, with way too many characters introduced and never drawn out. There are enough stories and characters in this film to create a 20 episode series, yet we are given less than four hours to digest it all.<br /><br />There are more facial expressions and reaction shots of Ed Harris than you'll find on 10,000 monkeys. The pace is extraordinarily slow. <br /><br />Dennis Farina and Helen Hunt are so far over-the-top that their characters are not believable. Joanne Woodward's character is one-dimensional. <br /><br />The persistent river metaphor becomes trite.<br /><br />And, probably the most absurd part of the film--the cat. This evil and vengeful cat who follows the hero around to scratch him and his seat covers--well, come on now---it's not even good Stephen King!<br /><br />Probably the most interesting character in the film, and one who is not drawn well, is John Voss, the disturbed boy whose final act of desperation accounts for the only plot device that works in this film.<br /><br />Just about everyone in this film is unbelievable.<br /><br />To sum up, there's little here to inspire. The drama is poor melodrama. It's just a terrible effort.",neg,10272_1.txt
303,test,"I'm relieved the later reviews have turned sour - reading all the positive feedback, I was starting to worry that my understanding of movies (and life) was completely different than everyone else's in the world. Everything in this movie rang false to me...the characters, the dialogue, the manipulative soundtrack, the corny narration, all of it. As each scene unfolded I kept thinking, ""People don't act like this."" It's relentlessly heavy-handed and maudlin. In a way I think the movie bullies you into liking it, or pretending to like it, because it's Serious and about Real People and confronts Issues. But man, it really did not work for me.",neg,10273_1.txt
304,test,"We found this movie nearly impossible to watch. With such a super cast, it's a shame that the writing and direction were so awful. The excruciating pace at which the story was told was maddening. The flash-backs were clumsy. The characters were one-dimensional. The heavy-handed metaphors -- the river, the cat -- were repeated way too often. <br /><br />The movie Nobody's Fool, based on another novel by Russo, was infinitely better, probably because it was more tightly written and directed. <br /><br />The photography in Empire Falls was lovely. Too bad it wasn't a travelogue.<br /><br />I read the novel and enjoyed the writing style but had some quibbles with the novel itself. I would give the novel 4 out of 5 stars. Perhaps the screenwriters and director were so awed by the novel's reputation they felt they had to include every darn thing in their movie. This was supposed to be a television movie, guys, not Books on Tape.",neg,10274_2.txt
305,test,"I know my summary sounds very harsh, but this film has very limited appeal. The average Joe out there would have a hard time sticking with this film. The entire film consists of animated loggers doing their jobs and dancing on floating logs. This is all done with very splashy and artsy colors and the film might be great to show to patrons in an art museum. However, unless you really love this sort of art or are a Canadian who loves films about your native land, then this is probably going to be next to impossible to finish. I have a rather high tolerance for this sort of thing and even I had to force myself to watch after a couple minutes. I can respect the work that went into it, but it's just not compelling.",neg,10275_3.txt
306,test,"Not even Emeril Lagasse cooking can save this disjointed, overheaded idiotic nonsense, starring emeril lagasse as a TV chef from the food channel,who with help of the crew to try to make the show better, poor plot and stupid script throw this show down the drain, Robert Urich wasted in the poorly supporting role and sadly this was his last one ever(R.I.P.), <br /><br />This is the worst show of 2001 and it will be on the list of the worst shows of this decade.<br /><br />I Feel Very Sorry for Emeril Lagasse for making this sitcom, he even said himself it stunk.<br /><br />It's hard to believe that they are the same producers of designing women that did this mess.<br /><br />TV Review: 1 Star",neg,10276_1.txt
307,test,"it's hard to make a negative statement here after all this raving about how great deed poll is, how wonderful the actors did and so on and so on. i did not like the film. it's crappy!<br /><br />there are orgies, they have taboo sex (gay sex, bi sex, oral sex, rape, anal sex, masturbation, brother-sister-sex, brother-brother-sex, sex on drugs, sex without drugs, sex, sex, sex seems to rule their world. i guess the director is desperately in need of a getting laid.) the story is just dirty and shameful. i wonder what made those people get up with this story. and above all: who cares?<br /><br />the technical stuff didn't satisfy me as well. the sound is poor, so is the editing and the ""direction"" is absent. the actors are admittedly fine, but guess what! it's their job! their job is to act! no need to jump off your seats if an actor did a decent job. do you applause when a bus driver brings you home safely? see?<br /><br />i gave it 2/10 because after all this thing had something that i can't put in words. b movie charm? camp fun? nudity? i don't know.",neg,10277_2.txt
308,test,"I watched this movie a couple of weeks ago and must say: I was not impressed, not at all. I do side with the other posters when it comes to the fine performances, but some good performances do not make a good movie.<br /><br />On the discussion board, I found a review by an anonymous poster that captured some of the main points. It says: ""'Deed Poll' is a movie that raises many questions but hardly answers even a few; a movie that is disturbing and above every attempt at categorizing; an experiment and a very conventional sexual drama despite some shocking scenes. The brilliant acting of Barbara Kowa and AndrÃ© Schneider, the partly very impressive editing and the good camera work (Steffen Ritter) make up for gross plot holes and some technical slips (especially in sound). However, the boredom the audiences have to deal with for 40 minutes remains."" Unfortunately, this is true. I wasn't intrigued by the story at all. The protagonists are cold, ambition-less people. They do a lot of drugs and have a lot of (incestuous) sex. So what? For many times, the direction seemed to be virtually non-existent, not to mention the technical aspect: the poor sound quality was enormously disturbing.<br /><br />What's the point of the movie? What's the message behind it all? The anonymous reviewer said: ""Somehow Biermann failed to make a clear point and so the movie remains hanging in mid-air without a message. Thus the boredom I blame on the movie. The movie is reserved and emotionless, cold, almost neutral and it doesn't take long to see the flaws: for long stretches the characters of Sean and Ivy are not credible (they clearly have difficulties with the English pronunciation), the character of the mute brother is not developed very well. Some moments are very promising though - in the scene where the call boy is skinned (the one and only true love scene) an intensity is reached that one would love to see the whole movie long. As a spectator one has to regret the chances given away."" Again, I must agree. I did like the final scene, especially because of the beautifully captured faces of Gianni Meurer and AndrÃ© Schneider, but it was nothing compared to the boredom I had to suffer for the first thirty minutes. (The sex scenes, though, were aesthetically staged and perfectly edited.)<br /><br />All in all, ""Deed Poll"" was not my cup of tea - a good, controversial idea wasted -, but it was a interesting to see how a movie can be made with practically no money. Maybe if they had a bigger budget and a more experienced director, this would have become a better movie.",neg,10278_4.txt
309,test,"""Electra Glide in Blue"" is a slow moving B-flick in which Blake plays a desert motorcycle cop who wants to be a homicide detective and becomes embroiled in a murder investigation. A mediocre film at best, ""EG in B"" features some members of the band Chicago, a whiff of action, some philosophizing, and lots and lots of boring dramatic filler. Not worth the time.",neg,10279_4.txt
310,test,"Technically abominable (with audible ""pops"" between scenes)and awesomely amateurish, ""Flesh"" requires a lot of patience to sit through and will probably turn off most viewers; but the dialogue rings amazingly true and Joe Dallesandro, who exposes his body in almost every scene, also gives an utterly convincing performance. A curio, to be sure, but the more polished ""Trash"", made two years later, is a definite step forward. I suggest you watch that instead. (*1/2)",neg,1027_4.txt
311,test,"I always wanted to see ELECTRA GLIDE IN BLUE for a very long time. I've always been intrigued by the title, the star and the desert but for some (now pretty clear) reason, this film is never shown on TV or I've happen to miss it if it's ever shown. Well, after watching the DVD, I now know why the movie is rarely shown: it's because it's not that good. In fact, I'd say it's pretty much of a mess.<br /><br />ELECTRA GLIDE IN BLUE was made by a first time director and it shows. The film is mainly a series of vignettes with absolutely nothing holding it together. More like a collection of short movies haphazardly strung together. The movie can be boiled down to this: intro (murder); cop and girlfriend together; intro credits; cops going to work; crazy guy tells story; cop finds dead body; cop and chief and girlfriend at bar; chase scene; etc. The scenes just don't flow together. They're very distinctively independent from each other and because of this the characterization is weak, borderline amateurish. The scene at the bar with the girlfriend, the scene at the farm with the hippies, the scene with Big John and the Chief yelling at each other were cringe worthy. I almost stopped the film during those (awful) moments.<br /><br />The film-maker's lack of experience is in evidence throughout the film. The style, like the 1970s, is all over the map. The intro credit scene makes the movie look like a commercial for law enforcement. Then it tries to be a buddy film (Big John and Zipper) then a murder mystery; then a melodramatic love story; etc. A film doesn't have to have one particular style in order to be successful but I'm afraid the style in ELECTRA GLIDE IN BLUE was confused. You can clearly see that the director had no idea what he was doing or where he was going with it.<br /><br />The film is not a complete disaster. While the content of ELECTRA GLIDE IN BLUE is almost amateurish, the look of it is extremely (and deceptively) professional. The cinematography is stunning. Every frame is worthy of an exhibition at an art gallery. Or, because the first (and last) time director was involved in the music business, worthy of an album cover. The beautiful look of the film gives more credence to the finish product than it really deserves. And thanks to Robert Blake's acting (of a really badly written character), the film maintains a certain level of realism, even though nothing else makes much sense. What's remarkable about the look and composition of the film is that it's been copied and duplicated a million times over. The intro credits reminded me of something like TOP GUN, which was made 13 years later. Scenes of Johnny dressing up, with his clothes on the bed, reminded me of American Gigolo. Strangely enough, ELECTRA GLIDE IN BLUE has a very contemporary feel to it, due to the stunning visuals, even if the story and the philosophy behind it are hopelessly outdated.<br /><br />So, ELECTRA GLIDE IN BLUE is, on one hand, a remarkably underrated and overlooked film because it obviously influenced a lot of future filmmakers out there when it comes to the look and composition. Very few films can claim to have achieved this and legendary cinematographer Conrad Hall should take full credit. But, on the other hand, EGIB is also deservedly forgotten because the poor characters, confusing story, and muddled direction, none of which are worth of remembering.",neg,10280_4.txt
312,test,"First Off, I am a huge fan of Robert Blake, always have been.<br /><br />This movie came on Movieplex last night 10/13, and the title interested me & of course the star. But after watching it I was left more confused than I was before it started.... There are some good scenes, and I thought they would lead somewhere, but they didn't, it turned out to be an ""anti-cop"" ""anti-buddy"" ""anti-hippie"", pretty much ""anti-everything movie"", with an extremely confusing plot that also went nowhere.<br /><br />Robert Blake is great as the lead, well as great as someone could be with this bad movie, I am still a huge fan of Mr. Blake and love his acting even in crap like this...But this drug induced 70's tripe, well... better stay away from this one...And, that ending, what a pisser.",neg,10281_4.txt
313,test,"The show is at least partially Faked (So is not reality, just pretending to be reality), which makes me believe at least anyone without face blurred out is a Fake episode.<br /><br />Proof in the episode where he pretends to be stabbed There is already camera crew on the boat, before he gets there, can been seen as his boat approaches.<br /><br />The actors playing ""ambulance officers"" didn't remove his shirt or expose the wound in anyway so they work on it, which would never happen in reality.<br /><br />They also parked the ambulance in the car park and did not drive up to the Emergency entrance (Which does not make any sense, unless its fake and they would not be allowed to go there)",neg,10282_2.txt
314,test,"I think cheaters needs to be off the air and end the reality show once and for all i don't care what anyone says you can attack me or agree with me but its times like this that the show is just spewing out propaganda and the host of Cheaters Joey Greco is a little bastard who wants to think that showing people on camera is effective and unawares no it just will show disgusting he is also the wiretapping and following of people by ""cheaters spy's"" is illegal and a federal offense we are living in a police state like the Soviet union and Nazi Germany rolled into one i am happy that there is poor reviews on this trash this needs to end soon or we are going to lose our liberties as a nation no wonder our country is going to hell its because of this and other filth shows i liked the older shows better from the 1950s-1980s i hope you all agree with me on that thank you infowarrior",neg,10283_1.txt
315,test,"I'm not bothered by the sleazy hosts, nor am I bothered by the cynical, self-righteous stance the makers of this crap take.<br /><br />What I AM bothered about is that the vast majority of the episodes are fake. I wouldn't even be surprised if ALL of the episodes were staged. Hence this isn't a reality show but something far worse even than Oprah: garbage television with zero comma zero appeal. Like daily TV soap opera but with more action and fighting and less plot.<br /><br />The premise would have turned out great - if only it had been executed without cheating the viewer. If only this idea were free of all the legal complications/trappings that would most certainly ensue due to what would happen with real people, and what is eventually aired. Hence the only way to create this """"""reality show"""""" was to get some rather desperate actors and make them improvise (and what pitiful and unconvincing improvisation it is most of the time!). Shouldn't this be obvious to anyone who finished grade school? Most reviews I read here don't even mention that any of this is fake, let alone that all of it might be. Wishful thinking or just boundless naivety? <br /><br />The actors hired in this pathetic show are the kind of bottom-of-the-barrel unemployed actors who are miserably waiting on tables, waiting eagerly for a call from a talk show (or this crap), which is when they finally get a chance to make several hundred bucks. I even recognized one actress (in the role of ""cheater"") that I saw years earlier in ""The Jerry Springer Show"". And I only saw 6-7 episodes of ""Cheaters"". How many more of these loser actors are there that appeared in Springer and ""Cheaters"" that I don't even know about?<br /><br />However, to compare ""Cheaters"" with Springer isn't fair to the latter. The Springer show is not all fake; a bulk of the episodes are unstaged - hence often highly entertaining. There is no value to be found in ""Cheaters"", unless you're a struggling actor and want to get tips on how NOT to act in front of the camera.<br /><br />The producers use various (very cheap, transparent) tricks to create the illusion of realness, to give their footage that elusive documentary feel. But it's all in vein. In the end, the more intelligent train-wreck-seeking viewer is left with absolutely squat. ""Professional wrestling"" has more credibility than this.",neg,10284_1.txt
316,test,"There is a growing trend in the media to vilify and ridicule men. One sees it in television adverts and program plots. Cheaters is a prime example, they could find plenty of female cheaters yet the vast majority shown are men, why? The prime threat to any government's power resides in the male population, they're less likely to abide by authority and are more of a physical combat threat. A way to reduce the threat is to emasculate men in society via the media. Other examples of psychological propaganda are crime dramas full of self righteous cops including big-jawed aggressive women accusing everyone they question trampling their rights and making those men feel like scum. In Australia many top male sports stars have been arrested recently for dubious assaults and drinking charges, another example of the government controlling the male populous by arresting their heroes and asserting dominance. Cheaters, aside from the political machinations is an invasion of privacy and a violation of rights, furthermore most of these women assault the men! If it were round the other way the men would be in jail!! If it were an honest show they would be finding women cheaters, because they don't normally get caught due to the fact that their male lovers are quite happy to get in no strings attached and get out without rocking the boat. Men's mistresses want the men to themselves and want to own and control the men and thus get the men caught anyway.",neg,10285_1.txt
317,test,"If you find the depiction of violent murders and wanton police brutality expressed in a plot less film with glacial pacing entertaining, then you're bound to enjoy Surveillance. This film was garbage for both the mind and spirit. The notion that this is a ""thriller"" is comical; that would imply some kind of tension and twists. You kept waiting for the story to actually finish ""starting"". It never rises above a glorification of weak-minded violent criminals and individuals from all walks of life. Picture all of the violence of ""No Country for Old Men"" without any kind of chase or sympathetic characters. Thrill-killers run amok. The acting is good, mostly, but the script is a pile. Don't bother, and tell your friends to don't bother.",neg,10286_3.txt
318,test,"This P.of S. was highly recommended to me by two friends that have great<br /><br />(similar to mine) taste in films and have seen more than anyone I know.<br /><br />I have no idea what they saw in this movie. Sadistic,cruel and repulsive is fine in an entertaining movie,but this is a windbag effort trying to pass itself off as highbrow lowbrow movie making.Or is it lowbrow highbrow?<br /><br />The ancient generation gap clichÃ© ""no redeeming social value"" comes to mind. Bill Pullman is trying,maybe a little to hard,and except for the kid the rest of the acting seems self-conscious and kinda lame.<br /><br />Save yourself from this and watch a double feature of ""In Cold Blood"" and ""The Hitcher"".<br /><br />As somebody said, this would never have been made if Jennifer Lynch was not the overrated David Lynch's daughter.",neg,10287_1.txt
319,test,"After a very scary, crude opening which gives you that creepy ""Chainsaw massacre""-feeling, everything falls apart.<br /><br />SPOILER ALERT: As soon as the two FBI-officers start jabbing, you know they are the real killers. Anyone who have seen enough of these ""fooled-ya""-movies can figure this out.<br /><br />This movie is mader with one thing in mind: To depict brutal murders. Why, then, is not the little girl tortured and murdered as well? Will this be next for us movie-goers? The torture and abuse of children? Whats wrong with you people? Lynch is truly has a disgusting, ugly mind.",neg,10288_1.txt
320,test,"This is a snuff movie. I'm shocked it is even considered to be in the IMDb library. And, Bill, Julia, and all other ""professional"" actors involved should be ashamed to be part of this sick flick. I thought I was going to view a somewhat classic horror film with a creative end that writers like to invent....that usually make no sense when writing a horror film, but as a viewer, we try to rationalize and understand. This ending was not creative. It was sick and has all the earmarks of a snuff movie. I am shocked it was edited to this ending, and more shocked that it will be out for distribution by the end of June 2009. It should not be shown in a theater. It is harmful to innocent minds on many levels....watch the movie, the ending, and you will understand this statement. Plus, included in the plot is a sweet little girl ""not yet 9"" her character says. She is not in the snuff ending, but she is an integral part of the movie. Why do directors feel they need to shock with a sick flick in order to get recognition? The director is in the wrong line of work if she thinks this is an art film.",neg,10289_1.txt
321,test,"I guess only a selected number of audience members really had any interest in watching how a male hustler in New York operates but I'd be willing to bet that even these brave souls were turned off by the irritating patchwork technique and deliberately muffled sound recording on display here; the fact that these inherent 'defects' were a direct result of the film's low-budget/underground/experimental nature is, I'd say, beside the point. Anyway, for those so inclined, the film features extensive male nudity and Joe Dallesandro, understandably, became an underground Â? and gay Â? icon! <br /><br />The episodic structure showing the day-to-day routine of the hustler protagonist offers a couple of mildly interesting scenes: his meeting with (and eventually posing for) an eccentric elderly artist; the one where Dallesandro expresses his views on his unusual line of work and delineates his particular modus operandi to a couple of prospective 'colleagues' including perhaps the unlikeliest of hustlers Â? a bespectacled nerd! Perhaps mercifully, the film ran for only 89 minutes against the IMDb's claim that its complete length is 105 (but the latter could well be a mistake)! <br /><br />I had watched a few other of Warhol's 'movies' and this one is decidedly not as satisfying as the most tolerable example I've run into yet, BAD (1977), and only slightly better than the likes of MY HUSTLER (1965) which were mostly a strain to sit through. The fact that this was only the first part of a trilogy did not augur well but, as the saying goes, you gotta to do what you gotta do and the other two 'chapters' had to follow in quick succession... <br /><br />Despite my generally negative reaction to it, FLESH is nevertheless still valuable as a 1960s time capsule and as a prototype of the Underground scene of that era, both cinematically and in real life. For the record, an image of Dallesandro from this film adorns the sleeve of The Smiths' self-titled 1984 debut album and transsexual Candy Darling (who appears here rather unremarkably) was immortalized in ""Candy Says"", the opening track of The Velvet Underground's eponymous 1969 album. Although the latter band is my all-time favorite, and one of the reasons for this is that, through their sheerly unique and ground-breaking music, they described a lifestyle so utterly different from my own, this is truly a case where I'd much rather experience something aurally instead of visually!",neg,1028_4.txt
322,test,"I am not sure who recommended Surveillance to me, but I think I have an idea: one of the ""Fat Guys At the Movies."" The person said they were astonished by how great it was and said it was one of the goriest/disturbing movies. (I'm paraphrasing and doing this only by memory, so forgive me if I misquoted.) At any rate, I made the decision to watch it. So I take full blame for my own miscalculation in watching one of the most horrible, predictable and STUPID movies I've ever seen. Strange, I doubt I've ever called a movie ""stupid"" but that was the first word that came to mind about one-third in and stayed in my mind until the end.<br /><br />Where to begin? Unbelievable premise and reactions, incredibly brain-dead characters (could blame the writing or the actors, or I'll just blame both) and enormously bad acting. I'd sooner believe Bill Pullman as President of the USA than a FBI agent here. (Of course, there's a reason for that, and I'll partially go into that.) And to top it off, if you can't figure the so-called shocking ""twist"" in the first 5 minutes, then you must have arrived late to the theatre or came into the room to watch it late. Don't worry, they'll tell you the ""twist"" every five minutes thereafter.<br /><br />There's been some serial killer(s) on the loose in the most depressing town in the county, or world. But there's more to the story! Some dumbass and corrupt cops like to blow out tires for their own amusement. Could there possibly be more? Oh, yeah, there's a family, well maybe not, but there are four humans, one boy, one girl and an adult couple. The girl says she sees things with much less conviction than Cole sees dead people in The Sixth Sense. There's gotta be more to this than what I mentioned! That's what makes a movie interesting! Adding as many subplots that may/may not be developed is the way to go! Okay, then I'll continue. We have goofy FBI agents that made me laugh. A pair of giggling druggies who's shocked at first their dealer OD's but then resorts to robbery. A gosh-tooting great-guy cop who must've been put in for comic relief who's always battling an angry/suspicious cop. And finally, (poor, poor) Michael Ironside who didn't just phone his performance in, he barely text it in.<br /><br />None of these work. They're all told in various forms of presence tense or flashbacks, and believe me, you'll lose all sense of caring after the first of many subplots begin. In addition, the reaction some of these characters are the most shocking of all. I guess I'm referring mostly to the cops, but mainly the girl who did or did not just lose her family and barely blinks.<br /><br />This stupid, stupid movie stinks. It's barely gory as the person that recommended it said it was, unless his exposure has been limited to Goosebumps stories. And what's with the title? Surveillance? Oh, I get it; it's because it was used in 1/50 subplots just to film interviews. Since that's so random, it might as well been called COP CAR, BULLET or COFFEE. Just stay away from this horrid mess.",neg,10290_1.txt
323,test,"This movie was *good* relatively during the first parts of it.<br /><br />We have a story, from 3 points of view. So let's find some clues and complete the story.<br /><br />Oh wait...none of that stuff matters because the FBI guys are the bad guys! Though that was a great twist...it was almost a terrible twist. I immediately downgraded the film from a 7 maybe 8 to 3 based on the last 10-15 minutes of it.<br /><br />Does anyone else not see why the twist is so bad? Yes, it's a good shock. But it is bad because it has absolutely nothing to do with the preceding hour and twenty minutes. There's no connection to the killers.<br /><br />The killers are in about all of 5 minutes of this movie (as killers) and the two FBI agents are only in 15 minutes of the previous hour and twenty.<br /><br />We get it...surveillance...Oh, the Killers are voyeurs. WHICH MAKES NO SENSE, because they were only described in limited terms as just being psychopaths. And the hour and twenty minutes of surveillance we are watching of the 3 stories goes out the window as everyone is dead in 5 minutes.<br /><br />All of this makes the ending even more ridiculous. Oh, they killed a bunch of FBI agents in the beginning...what FBI agents sleep together? All in the same room. To be found and murdered by amateurs and then impersonated by people who know nothing about being FBI agents? A cop 3 feet away apparently can't hit either one with a standard police issue pistol that can shoot several shots. I hate movies that try to make you feel like this could be real when they make absurd leaps they think we will believe.<br /><br />The other thing is the movie ends about 10-15 minutes after they are revealed as the killers with a girl standing in the field somewhere...",neg,10291_3.txt
324,test,"Significant Spoilers! <br /><br />This is a sick, disturbing movie... just like the sick, twisted director, Jennifer Chambers Lynch who also wrote it. I don't even know why I gave this movie a rating of 2. It is not the fault of the actors for sure. The cast certainly portrayed their roles well. It is the way this movie was written and the way the characters were written which was the benchmark of a truly sick mind.<br /><br />I do know that I will never, ever watch another movie which has been written or directed by Jennifer Chambers Lynch. She is a sick, twisted, foul-mouthed, foul-thinking deviant. She looks, speaks and sounds like some biker chick with her brain fried on drugs, who spent 20 years doing hard time. You can clearly see what kind of person she is by watching her on the DVD special features section of ""Surveillance: The Watched are Watching."" You can see and hear her for yourself. She was every bit as bad as I had envisioned from the writing of this movie.<br /><br />I'm not shocked by bad language, although this director certainly talks like a sailor. This goes far beyond simple bad language; worse than any p0rn film. The level of implied sado-violence and perversion she incorporates into every character she writes are of the genre which is even illegal by p0rn standards. This perverse, disturbing thinking is clearly apparent in her own personality and things she says. Another reviewer found the description I was seeking. This is a snuff film.<br /><br />Be sure to listen to her narration on the deleted scenes and alternate ending. This director/writer is truly a sick person. I can't believe anyone would put her in charge of a movie, much less pay her for it. You can be assured that I will never, ever watch another movie she has been affiliated with. In the thousands of movies I have watched and collected, there are only a couple directors and writers which have merited this kind of boycott. She is offensive beyond anyone I have ever seen connected with filming a movie before. There have been some bad directors and writers, but none could compare to her sick, twisted mind.<br /><br />When I saw this movie, which was just one murder rampage after another. Once it got past the hotel murder... then the sick cops shooting at and brutalizing drivers for kicks... the vacation family with the bad parents (who had no business being in the presence of children)... followed by the drug addicts.... the movie then proceeded to the (even more) twisted, deviant serial killers.<br /><br />As I saw the serial killers reveal themselves, I began to wonder what kind of truly sick mind wrote this movie. Those were my actual thoughts as I watched this movie. I fully intended to find out what writer had such a sick mind... because that writer seriously needs to be committed for long-term psychiatric treatment. To my surprise, it turned out to be the director. When I saw and heard what she had to say on the DVD, I realized my assessment of the writer was right on the nose. On the DVD, she was indeed the sick, twisted person I had envisioned writing such a disturbing film.<br /><br />While the little girl, (Stephanie) Ryan Simpkins, truly stole the show... I can't believe that her real-life parents would have tolerated this sick, foul-mouthed, director to be anywhere near their daughter.<br /><br />This movie is disturbing, sick, offensive, twisted and the director-writer needs some serious treatment in a mental facility.<br /><br />As far as the ending of the movie goes... the alternate ending, should have been the outcome of this horrific ordeal. There was no point and no benefit to the film or the story or the flow of the film by the death of the other character. I'm stunned that any studio actually distributed the movie. The trailer was completely misleading. The only reason the movie got the audience it did was due to the clever wordsmithing and creative depiction on the trailer. That trailer is not representative of the movie you will see.<br /><br />Other than the child... every character in this movie was a sick, murderous, twisted, perverse, violent sex freak and their characters are mirrored the mind of the writer-director who created them. But if you watch it carefully, even the parents of the vacationing family; the sick cops taking pot shots; the serial killers posing in alternate roles; cops in the station; and even the station dispatcher... every single one of these character roles incorporated a sexually, twisted, violent pervert. I'm not too sure about some of the actors after watching them talk about the filming of the movie and the Canadian town in the Special Features section of the DVD.<br /><br />This writer-director has such a personal mental deviation that no matter what she writes, every character role contains those same carbon copy stamps. The only character which did not have these deviant tendencies was the child. Watch closely and you will see this in every character. Then listen to the director-writer talk on the DVD Special Features section and you will understand what I'm telling you about her mental state and psychological issues. She wouldn't be tolerated in too many decent homes if she were not from a Hollywood film making family.<br /><br />Fortunately, Jennifer Chambers Lynch does not have much of a filmography... less than a handful of things. Since she carbon copies those disturbing traits in all of her character roles, I don't think we'll have to see many movies written or directed by her unless her dad, director David Lynch helps her out. I'd recommend staying away from any movie she is involved with... and I'm not too sure her dad's films would be any better.<br /><br />Do yourself a favor. Avoid anything written or directed by Jennifer Chambers Lynch.",neg,10292_2.txt
325,test,"I went to the cinema to watch a preview of this film without knowing anything about it. Recognizing Jennifer Lynch's name and seeing the 18 certificate I realised it might be disturbing. In actuality I found the film a farce. I found myself giggling in disbelief through parts of it. The acting is atrocious- Bill Pullman and his ridiculous twitching face. I do almost pity the actors though as the script offers them no chance of any believable character interaction. After some shocking incident, (there is plenty to ""try"" and shock the viewer in this film), 2 characters are seen sharing a beer and talking about the weather. Everything was overstated, or thought it was being clever when really it was obvious! The performance from the little girl character named Stephanie was the best thing about the film. Quiet and intense. I really could not recommend this film to anyone. Its violent without point, ridiculous characters, bad acting, bad script and plain silly.",neg,10293_1.txt
326,test,"I must say, when I saw this film at a 6.5 on this site, I figured it was well worth a view. I was sorely disappointed. From nearly the opening scene, it is obvious the two supposed FBI agents are, in fact, the killers. Could they have made it any more obvious? If that is the intended ""twist"" in this film, that's pretty sad. While Pullman and Ormond are excellent actors, even their talent is no match for a reprehensibly bad script. Pullman adeptly acts the part of a sociopathic killer... and that's the problem. There is no switch from ""I'm playing FBI guy!"" to ""I just killed 12 people and boy, are my arms tired."" You can't blame the actors... the story fails in far more ways than one.<br /><br />From the onset of the film, however, I was certain I was wrong, that no director/writer would ever be so blatantly obvious about a plot ""twist."" Ormond and Pullman must just be acting strangely in order to divert the viewer's attention from the real killers, I thought... which gave the film's makers far too much credit. I should have followed my instincts and turned off the movie before it even made it past the 15-minute mark.<br /><br />To Lynch's credit, she did manage to interject many things that make a good film: sex, violence, humor, and well-trained actors. Too bad they were in the wrong configuration. Hopefully Pell James can recover from this role... I found her performance particularly impressive, as the stunning drug addict-turned would-be savior. She should have rewritten the role so the ""crack whore"" would win.<br /><br />Those people who have compared this film to Natural Born Killers, take note: Tarantino made the characters of Mickey and Mallory reprehensible, yet sympathetic. The artistry of that film far overpowers the gore, and this is not seen once in Surveillance. Surveillance only wishes it were Natural Born Killers... in fact, it has wet dreams about being even a fraction of what that film was. Folks who haven't seen Surveillance... stick to something with a little more intelligence. Like Camp Rock.",neg,10294_2.txt
